time,hci
UTC,fraction below monthly threshold
1980-01-01T00:00:00Z,0.20150375
1980-02-01T00:00:00Z,0.120300755
1980-03-01T00:00:00Z,0.0
1980-04-01T00:00:00Z,0.09774436
1980-05-01T00:00:00Z,0.16541353
1980-06-01T00:00:00Z,0.09774436
1980-07-01T00:00:00Z,0.15338346
1980-08-01T00:00:00Z,0.7263158
1980-09-01T00:00:00Z,0.30075186
1980-10-01T00:00:00Z,0.1112782
1980-11-01T00:00:00Z,0.0
1980-12-01T00:00:00Z,0.0
1981-01-01T00:00:00Z,0.0
1981-02-01T00:00:00Z,0.0
1981-03-01T00:00:00Z,0.0
1981-04-01T00:00:00Z,0.075187966
1981-05-01T00:00:00Z,0.1518797
1981-06-01T00:00:00Z,0.043609023
1981-07-01T00:00:00Z,0.3413534
1981-08-01T00:00:00Z,0.19398496
1981-09-01T00:00:00Z,0.18646617
1981-10-01T00:00:00Z,0.02556391
1981-11-01T00:00:00Z,0.3443609
1981-12-01T00:00:00Z,0.1518797
1982-01-01T00:00:00Z,0.74887216
1982-02-01T00:00:00Z,0.8556391
1982-03-01T00:00:00Z,0.39097744
1982-04-01T00:00:00Z,0.67969924
1982-05-01T00:00:00Z,0.86466163
1982-06-01T00:00:00Z,0.86315787
1982-07-01T00:00:00Z,0.18045112
1982-08-01T00:00:00Z,0.11578947
1982-09-01T00:00:00Z,0.1593985
1982-10-01T00:00:00Z,0.07368421
1982-11-01T00:00:00Z,0.010526316
1982-12-01T00:00:00Z,0.12631579
1983-01-01T00:00:00Z,0.06917293
1983-02-01T00:00:00Z,0.13383459
1983-03-01T00:00:00Z,0.0
1983-04-01T00:00:00Z,0.0
1983-05-01T00:00:00Z,0.09022556
1983-06-01T00:00:00Z,0.1518797
1983-07-01T00:00:00Z,0.018045112
1983-08-01T00:00:00Z,0.009022556
1983-09-01T00:00:00Z,0.043609023
1983-10-01T00:00:00Z,0.13082707
1983-11-01T00:00:00Z,0.07969925
1983-12-01T00:00:00Z,0.13233082
1984-01-01T00:00:00Z,0.16842106
1984-02-01T00:00:00Z,0.55789477
1984-03-01T00:00:00Z,0.04962406
1984-04-01T00:00:00Z,0.4857143
1984-05-01T00:00:00Z,0.07368421
1984-06-01T00:00:00Z,0.4
1984-07-01T00:00:00Z,0.27518797
1984-08-01T00:00:00Z,0.04511278
1984-09-01T00:00:00Z,0.067669176
1984-10-01T00:00:00Z,0.02556391
1984-11-01T00:00:00Z,0.11278196
1984-12-01T00:00:00Z,0.40902257
1985-01-01T00:00:00Z,0.3338346
1985-02-01T00:00:00Z,0.99097747
1985-03-01T00:00:00Z,1.0
1985-04-01T00:00:00Z,1.0
1985-05-01T00:00:00Z,0.34887218
1985-06-01T00:00:00Z,0.556391
1985-07-01T00:00:00Z,0.46917292
1985-08-01T00:00:00Z,0.23759398
1985-09-01T00:00:00Z,0.13383459
1985-10-01T00:00:00Z,0.57894737
1985-11-01T00:00:00Z,0.93834585
1985-12-01T00:00:00Z,0.9458647
1986-01-01T00:00:00Z,0.5338346
